system	organ	exp	control
Nervous System	Nervous System	7950.0	119.0
Immune System	Immune System	229.0	119.0
Musculoskeletal System	Skeletal Muscle	223.0	119.0
Musculoskeletal System	Joint	103.0	119.0
Cardiovascular System	Heart	218.0	119.0
Cardiovascular System	Vascular	119.0	119.0
Digestive System	Colon	212.0	119.0
Digestive System	Tongue	152.0	119.0
Digestive System	Pancreas	149.0	119.0
Digestive System	Liver	135.0	119.0
Digestive System	Small intestine	125.0	119.0
Digestive System	Salivary gland	122.0	119.0
Digestive System	Stomach	116.0	119.0
Digestive System	Peritoneum	112.0	119.0
Digestive System	Esophagus	98.3	119.0
Endocrine System	Adrenal gland	172.0	119.0
Endocrine System	Thyroid gland	157.0	119.0
Endocrine System	Pituitary gland	118.0	119.0
Endocrine System	Adipose tissue	116.0	119.0
Olfactory System	Nervous System	167.0	119.0
Urogenital System	Testes	151.0	119.0
Urogenital System	Kidney	148.0	119.0
Urogenital System	Uterus	143.0	119.0
Urogenital System	Placenta	135.0	119.0
Urogenital System	Bladder	129.0	119.0
Urogenital System	Ovary	114.0	119.0
Urogenital System	Vagina	111.0	119.0
Urogenital System	Prostate gland	105.0	119.0
Urogenital System	Penis	99.2	119.0
Urogenital System	Urethra	97.3	119.0
Respiratory System	Lung	132.0	119.0
Visual System	Eye	121.0	119.0
Exocrine System	Mammary gland	115.0	119.0
Integumentary System	Skin	114.0	119.0
