system	organ	exp	control
Nervous System	Nervous System	5370.0	391.0
Digestive System	Colon	3400.0	391.0
Digestive System	Tongue	1340.0	391.0
Digestive System	Liver	794.0	391.0
Digestive System	Pancreas	586.0	391.0
Digestive System	Salivary gland	454.0	391.0
Digestive System	Stomach	359.0	391.0
Digestive System	Small intestine	314.0	391.0
Digestive System	Esophagus	169.0	391.0
Digestive System	Peritoneum	150.0	391.0
Cardiovascular System	Heart	3070.0	391.0
Cardiovascular System	Vascular	254.0	391.0
Musculoskeletal System	Skeletal Muscle	2170.0	391.0
Musculoskeletal System	Joint	155.0	391.0
Olfactory System	Nervous System	1270.0	391.0
Urogenital System	Testes	1110.0	391.0
Urogenital System	Uterus	1060.0	391.0
Urogenital System	Kidney	837.0	391.0
Urogenital System	Placenta	608.0	391.0
Urogenital System	Bladder	490.0	391.0
Urogenital System	Ovary	426.0	391.0
Urogenital System	Prostate gland	232.0	391.0
Urogenital System	Vagina	219.0	391.0
Urogenital System	Urethra	139.0	391.0
Urogenital System	Penis	135.0	391.0
Endocrine System	Adrenal gland	921.0	391.0
Endocrine System	Thyroid gland	890.0	391.0
Endocrine System	Pituitary gland	332.0	391.0
Endocrine System	Adipose tissue	212.0	391.0
Immune System	Immune System	877.0	391.0
Respiratory System	Lung	643.0	391.0
Integumentary System	Skin	481.0	391.0
Visual System	Eye	416.0	391.0
Exocrine System	Mammary gland	249.0	391.0
