system	organ	exp	control
Immune System	Immune System	1980.0	330.0
Urogenital System	Testes	1140.0	330.0
Urogenital System	Uterus	658.0	330.0
Urogenital System	Bladder	630.0	330.0
Urogenital System	Kidney	585.0	330.0
Urogenital System	Placenta	522.0	330.0
Urogenital System	Ovary	333.0	330.0
Urogenital System	Vagina	260.0	265.0
Urogenital System	Penis	208.0	265.0
Urogenital System	Prostate gland	205.0	265.0
Urogenital System	Urethra	181.0	240.0
Cardiovascular System	Heart	1120.0	330.0
Cardiovascular System	Vascular	290.0	330.0
Nervous System	Nervous System	946.0	330.0
Digestive System	Colon	876.0	330.0
Digestive System	Tongue	674.0	330.0
Digestive System	Pancreas	621.0	330.0
Digestive System	Liver	560.0	330.0
Digestive System	Stomach	522.0	330.0
Digestive System	Salivary gland	488.0	330.0
Digestive System	Small intestine	418.0	330.0
Digestive System	Esophagus	225.0	240.0
Digestive System	Peritoneum	219.0	330.0
Musculoskeletal System	Skeletal Muscle	740.0	330.0
Musculoskeletal System	Joint	228.0	265.0
Endocrine System	Adrenal gland	739.0	330.0
Endocrine System	Thyroid gland	596.0	330.0
Endocrine System	Pituitary gland	295.0	330.0
Endocrine System	Adipose tissue	256.0	330.0
Olfactory System	Nervous System	624.0	330.0
Respiratory System	Lung	582.0	330.0
Visual System	Eye	368.0	330.0
Exocrine System	Mammary gland	322.0	330.0
Integumentary System	Skin	267.0	330.0
