system	organ	exp	control
Nervous System	Nervous System	883.0	140.0
Cardiovascular System	Heart	287.0	140.0
Cardiovascular System	Vascular	138.0	140.0
Digestive System	Colon	223.0	140.0
Digestive System	Tongue	175.0	140.0
Digestive System	Liver	153.0	140.0
Digestive System	Salivary gland	152.0	140.0
Digestive System	Pancreas	144.0	140.0
Digestive System	Stomach	137.0	140.0
Digestive System	Small intestine	129.0	140.0
Digestive System	Peritoneum	128.0	140.0
Digestive System	Esophagus	122.0	140.0
Immune System	Immune System	200.0	140.0
Musculoskeletal System	Skeletal Muscle	193.0	140.0
Musculoskeletal System	Joint	120.0	140.0
Urogenital System	Testes	184.0	140.0
Urogenital System	Kidney	167.0	140.0
Urogenital System	Bladder	160.0	140.0
Urogenital System	Placenta	154.0	140.0
Urogenital System	Uterus	154.0	140.0
Urogenital System	Ovary	142.0	140.0
Urogenital System	Prostate gland	131.0	140.0
Urogenital System	Vagina	130.0	140.0
Urogenital System	Urethra	121.0	140.0
Urogenital System	Penis	118.0	140.0
Endocrine System	Adrenal gland	170.0	140.0
Endocrine System	Thyroid gland	146.0	140.0
Endocrine System	Pituitary gland	133.0	140.0
Endocrine System	Adipose tissue	124.0	140.0
Olfactory System	Nervous System	164.0	140.0
Visual System	Eye	147.0	140.0
Respiratory System	Lung	144.0	140.0
Exocrine System	Mammary gland	134.0	140.0
Integumentary System	Skin	129.0	140.0
