system	organ	exp	control
Integumentary System	Skin	1880.0	297.0
Urogenital System	Penis	1630.0	297.0
Urogenital System	Urethra	1440.0	297.0
Urogenital System	Kidney	1380.0	297.0
Urogenital System	Vagina	1170.0	297.0
Urogenital System	Uterus	815.0	297.0
Urogenital System	Prostate gland	648.0	297.0
Urogenital System	Ovary	632.0	297.0
Urogenital System	Bladder	559.0	297.0
Urogenital System	Testes	465.0	297.0
Urogenital System	Placenta	112.0	177.0
Visual System	Eye	1560.0	297.0
Exocrine System	Mammary gland	1030.0	297.0
Digestive System	Esophagus	1010.0	297.0
Digestive System	Colon	695.0	297.0
Digestive System	Tongue	574.0	297.0
Digestive System	Peritoneum	519.0	297.0
Digestive System	Stomach	271.0	297.0
Digestive System	Salivary gland	228.0	297.0
Digestive System	Small intestine	215.0	297.0
Digestive System	Liver	118.0	297.0
Digestive System	Pancreas	106.0	297.0
Nervous System	Nervous System	963.0	297.0
Respiratory System	Lung	888.0	297.0
Musculoskeletal System	Joint	817.0	297.0
Musculoskeletal System	Skeletal Muscle	139.0	297.0
Endocrine System	Thyroid gland	694.0	297.0
Endocrine System	Adipose tissue	624.0	297.0
Endocrine System	Pituitary gland	525.0	297.0
Endocrine System	Adrenal gland	273.0	297.0
Cardiovascular System	Heart	335.0	297.0
Cardiovascular System	Vascular	307.0	297.0
Immune System	Immune System	327.0	297.0
Olfactory System	Nervous System	125.0	297.0
