system	organ	exp	control
Cardiovascular System	Heart	515.0	183.0
Cardiovascular System	Vascular	168.0	183.0
Nervous System	Nervous System	469.0	183.0
Digestive System	Colon	468.0	183.0
Digestive System	Tongue	352.0	183.0
Digestive System	Pancreas	260.0	183.0
Digestive System	Liver	252.0	183.0
Digestive System	Small intestine	195.0	183.0
Digestive System	Salivary gland	183.0	183.0
Digestive System	Stomach	178.0	183.0
Digestive System	Peritoneum	152.0	183.0
Digestive System	Esophagus	138.0	183.0
Immune System	Immune System	427.0	183.0
Urogenital System	Testes	394.0	183.0
Urogenital System	Kidney	259.0	183.0
Urogenital System	Uterus	250.0	183.0
Urogenital System	Bladder	230.0	183.0
Urogenital System	Placenta	224.0	183.0
Urogenital System	Ovary	194.0	183.0
Urogenital System	Prostate gland	163.0	183.0
Urogenital System	Vagina	154.0	183.0
Urogenital System	Urethra	147.0	183.0
Urogenital System	Penis	138.0	183.0
Olfactory System	Nervous System	327.0	183.0
Endocrine System	Thyroid gland	288.0	183.0
Endocrine System	Adrenal gland	271.0	183.0
Endocrine System	Pituitary gland	204.0	183.0
Endocrine System	Adipose tissue	149.0	183.0
Musculoskeletal System	Skeletal Muscle	287.0	183.0
Musculoskeletal System	Joint	145.0	183.0
Respiratory System	Lung	266.0	183.0
Exocrine System	Mammary gland	187.0	183.0
Visual System	Eye	173.0	183.0
Integumentary System	Skin	154.0	183.0
