system	organ	exp	control
Nervous System	Nervous System	3060.0	96.6
Immune System	Immune System	208.0	96.6
Digestive System	Colon	161.0	96.6
Digestive System	Esophagus	134.0	96.6
Digestive System	Stomach	116.0	96.6
Digestive System	Tongue	103.0	96.6
Digestive System	Pancreas	103.0	96.6
Digestive System	Salivary gland	101.0	96.6
Digestive System	Peritoneum	100.0	96.6
Digestive System	Liver	96.4	96.6
Digestive System	Small intestine	94.2	96.6
Endocrine System	Thyroid gland	129.0	96.6
Endocrine System	Adrenal gland	109.0	96.6
Endocrine System	Adipose tissue	99.3	96.6
Endocrine System	Pituitary gland	98.8	96.6
Cardiovascular System	Heart	124.0	96.6
Cardiovascular System	Vascular	102.0	96.6
Urogenital System	Testes	118.0	96.6
Urogenital System	Uterus	115.0	96.6
Urogenital System	Bladder	102.0	96.6
Urogenital System	Ovary	101.0	96.6
Urogenital System	Kidney	98.9	96.6
Urogenital System	Placenta	98.1	96.6
Urogenital System	Vagina	97.3	96.6
Urogenital System	Prostate gland	94.3	96.6
Urogenital System	Penis	91.9	96.6
Urogenital System	Urethra	91.3	96.6
Olfactory System	Nervous System	118.0	96.6
Musculoskeletal System	Skeletal Muscle	118.0	96.6
Musculoskeletal System	Joint	93.6	96.6
Respiratory System	Lung	104.0	96.6
Exocrine System	Mammary gland	95.2	96.6
Integumentary System	Skin	94.0	96.6
Visual System	Eye	86.2	96.6
