system	organ	exp	control
Nervous System	Nervous System	6390.0	1550.0
Musculoskeletal System	Skeletal Muscle	5760.0	1550.0
Musculoskeletal System	Joint	1240.0	1550.0
Cardiovascular System	Heart	4930.0	1550.0
Cardiovascular System	Vascular	1540.0	1550.0
Digestive System	Colon	4640.0	1550.0
Digestive System	Tongue	4000.0	1550.0
Digestive System	Liver	2870.0	1550.0
Digestive System	Pancreas	1960.0	1550.0
Digestive System	Small intestine	1900.0	1550.0
Digestive System	Stomach	1790.0	1550.0
Digestive System	Salivary gland	1710.0	1550.0
Digestive System	Peritoneum	1320.0	1550.0
Digestive System	Esophagus	838.0	1550.0
Olfactory System	Nervous System	3950.0	1550.0
Endocrine System	Adrenal gland	3840.0	1550.0
Endocrine System	Thyroid gland	2980.0	1550.0
Endocrine System	Pituitary gland	1260.0	1550.0
Endocrine System	Adipose tissue	1210.0	1550.0
Urogenital System	Uterus	3430.0	1550.0
Urogenital System	Kidney	3110.0	1550.0
Urogenital System	Testes	2580.0	1550.0
Urogenital System	Placenta	2190.0	1550.0
Urogenital System	Bladder	1850.0	1550.0
Urogenital System	Ovary	1600.0	1550.0
Urogenital System	Prostate gland	1250.0	1550.0
Urogenital System	Vagina	1170.0	1550.0
Urogenital System	Urethra	964.0	1550.0
Urogenital System	Penis	841.0	1550.0
Respiratory System	Lung	2910.0	1550.0
Immune System	Immune System	2520.0	1550.0
Visual System	Eye	1720.0	1550.0
Exocrine System	Mammary gland	1620.0	1550.0
Integumentary System	Skin	1340.0	1550.0
