system	organ	exp	control
Immune System	Immune System	3860.0	1860.0
Respiratory System	Lung	3710.0	1860.0
Endocrine System	Adrenal gland	3160.0	1860.0
Endocrine System	Thyroid gland	2790.0	1860.0
Endocrine System	Adipose tissue	2690.0	1860.0
Endocrine System	Pituitary gland	1390.0	1860.0
Digestive System	Liver	3110.0	1860.0
Digestive System	Colon	2700.0	1860.0
Digestive System	Stomach	2560.0	1860.0
Digestive System	Salivary gland	2370.0	1860.0
Digestive System	Small intestine	2240.0	1860.0
Digestive System	Esophagus	2150.0	1860.0
Digestive System	Pancreas	2010.0	1860.0
Digestive System	Tongue	2010.0	1860.0
Digestive System	Peritoneum	1120.0	1860.0
Nervous System	Nervous System	2930.0	1860.0
Musculoskeletal System	Skeletal Muscle	2920.0	1860.0
Musculoskeletal System	Joint	1960.0	1860.0
Urogenital System	Prostate gland	2700.0	1860.0
Urogenital System	Urethra	2160.0	1860.0
Urogenital System	Uterus	1940.0	1860.0
Urogenital System	Kidney	1910.0	1860.0
Urogenital System	Placenta	1890.0	1860.0
Urogenital System	Vagina	1840.0	1860.0
Urogenital System	Ovary	1660.0	1860.0
Urogenital System	Penis	1560.0	1860.0
Urogenital System	Bladder	1470.0	1860.0
Urogenital System	Testes	1210.0	1860.0
Cardiovascular System	Heart	2550.0	1860.0
Cardiovascular System	Vascular	2430.0	1860.0
Exocrine System	Mammary gland	2340.0	1860.0
Visual System	Eye	2090.0	1860.0
Olfactory System	Nervous System	1810.0	1860.0
Integumentary System	Skin	1380.0	1860.0
