system	organ	exp	control
Nervous System	Nervous System	42700.0	4670.0
Cardiovascular System	Heart	22600.0	4670.0
Cardiovascular System	Vascular	3900.0	4670.0
Musculoskeletal System	Skeletal Muscle	18300.0	4670.0
Musculoskeletal System	Joint	2200.0	4670.0
Digestive System	Colon	17700.0	4670.0
Digestive System	Tongue	12600.0	4670.0
Digestive System	Pancreas	9040.0	4670.0
Digestive System	Liver	8620.0	4670.0
Digestive System	Salivary gland	5410.0	4670.0
Digestive System	Stomach	5190.0	4670.0
Digestive System	Small intestine	4350.0	4670.0
Digestive System	Esophagus	2320.0	4670.0
Digestive System	Peritoneum	2030.0	4670.0
Urogenital System	Testes	16700.0	4670.0
Urogenital System	Kidney	10600.0	4670.0
Urogenital System	Uterus	9110.0	4670.0
Urogenital System	Bladder	7640.0	4670.0
Urogenital System	Placenta	5320.0	4670.0
Urogenital System	Ovary	4520.0	4670.0
Urogenital System	Vagina	3890.0	4670.0
Urogenital System	Prostate gland	3100.0	4670.0
Urogenital System	Urethra	2020.0	4670.0
Urogenital System	Penis	1930.0	4670.0
Endocrine System	Thyroid gland	11100.0	4670.0
Endocrine System	Adrenal gland	11100.0	4670.0
Endocrine System	Pituitary gland	6660.0	4670.0
Endocrine System	Adipose tissue	3090.0	4670.0
Olfactory System	Nervous System	10200.0	4670.0
Respiratory System	Lung	8460.0	4670.0
Immune System	Immune System	7270.0	4670.0
Visual System	Eye	4340.0	4670.0
Integumentary System	Skin	3850.0	4670.0
Exocrine System	Mammary gland	3750.0	4670.0
