system	organ	exp	control
Immune System	Immune System	2490.0	556.0
Endocrine System	Adrenal gland	1570.0	556.0
Endocrine System	Adipose tissue	996.0	556.0
Endocrine System	Thyroid gland	685.0	556.0
Endocrine System	Pituitary gland	537.0	556.0
Musculoskeletal System	Joint	1320.0	556.0
Musculoskeletal System	Skeletal Muscle	1300.0	556.0
Urogenital System	Testes	1240.0	556.0
Urogenital System	Uterus	1120.0	556.0
Urogenital System	Penis	993.0	556.0
Urogenital System	Urethra	966.0	556.0
Urogenital System	Prostate gland	881.0	556.0
Urogenital System	Vagina	847.0	556.0
Urogenital System	Ovary	826.0	556.0
Urogenital System	Kidney	664.0	556.0
Urogenital System	Placenta	440.0	556.0
Urogenital System	Bladder	328.0	556.0
Digestive System	Small intestine	1230.0	556.0
Digestive System	Colon	1100.0	556.0
Digestive System	Stomach	815.0	556.0
Digestive System	Peritoneum	779.0	556.0
Digestive System	Liver	630.0	556.0
Digestive System	Tongue	605.0	556.0
Digestive System	Salivary gland	525.0	556.0
Digestive System	Esophagus	464.0	556.0
Digestive System	Pancreas	267.0	556.0
Exocrine System	Mammary gland	1030.0	556.0
Cardiovascular System	Vascular	1000.0	556.0
Cardiovascular System	Heart	773.0	556.0
Nervous System	Nervous System	921.0	556.0
Integumentary System	Skin	848.0	556.0
Respiratory System	Lung	590.0	556.0
Visual System	Eye	481.0	556.0
Olfactory System	Nervous System	156.0	556.0
