system	organ	exp	control
Nervous System	Nervous System	5540.0	197.0
Immune System	Immune System	3140.0	197.0
Urogenital System	Uterus	569.0	197.0
Urogenital System	Vagina	464.0	154.0
Urogenital System	Prostate gland	450.0	154.0
Urogenital System	Ovary	233.0	197.0
Urogenital System	Bladder	210.0	197.0
Urogenital System	Kidney	192.0	197.0
Urogenital System	Placenta	188.0	197.0
Urogenital System	Penis	188.0	154.0
Urogenital System	Urethra	184.0	197.0
Urogenital System	Testes	175.0	197.0
Integumentary System	Skin	491.0	154.0
Digestive System	Colon	345.0	197.0
Digestive System	Pancreas	339.0	197.0
Digestive System	Stomach	291.0	197.0
Digestive System	Liver	259.0	197.0
Digestive System	Small intestine	223.0	197.0
Digestive System	Tongue	206.0	197.0
Digestive System	Salivary gland	203.0	197.0
Digestive System	Esophagus	188.0	197.0
Digestive System	Peritoneum	187.0	197.0
Musculoskeletal System	Joint	221.0	154.0
Musculoskeletal System	Skeletal Muscle	206.0	197.0
Endocrine System	Adipose tissue	220.0	197.0
Endocrine System	Pituitary gland	200.0	197.0
Endocrine System	Thyroid gland	192.0	197.0
Endocrine System	Adrenal gland	189.0	197.0
Exocrine System	Mammary gland	215.0	197.0
Cardiovascular System	Vascular	211.0	197.0
Cardiovascular System	Heart	208.0	197.0
Visual System	Eye	205.0	154.0
Respiratory System	Lung	201.0	197.0
Olfactory System	Nervous System	140.0	154.0
