system	organ	exp	control
Immune System	Immune System	1020.0	240.0
Musculoskeletal System	Skeletal Muscle	448.0	240.0
Musculoskeletal System	Joint	221.0	240.0
Urogenital System	Testes	417.0	240.0
Urogenital System	Kidney	363.0	240.0
Urogenital System	Uterus	341.0	240.0
Urogenital System	Placenta	340.0	240.0
Urogenital System	Ovary	254.0	240.0
Urogenital System	Penis	219.0	240.0
Urogenital System	Vagina	217.0	240.0
Urogenital System	Prostate gland	212.0	240.0
Urogenital System	Urethra	200.0	240.0
Urogenital System	Bladder	191.0	240.0
Endocrine System	Thyroid gland	414.0	240.0
Endocrine System	Adrenal gland	381.0	240.0
Endocrine System	Pituitary gland	238.0	240.0
Endocrine System	Adipose tissue	234.0	240.0
Nervous System	Nervous System	404.0	240.0
Cardiovascular System	Heart	398.0	240.0
Cardiovascular System	Vascular	231.0	240.0
Digestive System	Pancreas	395.0	240.0
Digestive System	Tongue	372.0	240.0
Digestive System	Stomach	342.0	240.0
Digestive System	Colon	338.0	240.0
Digestive System	Liver	329.0	240.0
Digestive System	Salivary gland	275.0	240.0
Digestive System	Small intestine	268.0	240.0
Digestive System	Esophagus	178.0	240.0
Digestive System	Peritoneum	165.0	240.0
Respiratory System	Lung	354.0	240.0
Olfactory System	Nervous System	340.0	240.0
Visual System	Eye	297.0	240.0
Exocrine System	Mammary gland	274.0	240.0
Integumentary System	Skin	250.0	240.0
