system	organ	exp	control
Digestive System	Liver	745.0	171.0
Digestive System	Colon	310.0	171.0
Digestive System	Salivary gland	267.0	171.0
Digestive System	Tongue	263.0	171.0
Digestive System	Stomach	227.0	171.0
Digestive System	Pancreas	194.0	171.0
Digestive System	Small intestine	181.0	171.0
Digestive System	Peritoneum	140.0	138.0
Digestive System	Esophagus	131.0	171.0
Immune System	Immune System	350.0	171.0
Musculoskeletal System	Skeletal Muscle	300.0	171.0
Musculoskeletal System	Joint	149.0	146.0
Nervous System	Nervous System	295.0	171.0
Endocrine System	Adrenal gland	283.0	171.0
Endocrine System	Thyroid gland	209.0	171.0
Endocrine System	Adipose tissue	175.0	171.0
Endocrine System	Pituitary gland	155.0	171.0
Cardiovascular System	Heart	280.0	171.0
Cardiovascular System	Vascular	171.0	171.0
Urogenital System	Kidney	254.0	171.0
Urogenital System	Testes	243.0	171.0
Urogenital System	Uterus	218.0	171.0
Urogenital System	Placenta	199.0	171.0
Urogenital System	Prostate gland	165.0	171.0
Urogenital System	Ovary	163.0	171.0
Urogenital System	Bladder	155.0	146.0
Urogenital System	Urethra	153.0	171.0
Urogenital System	Vagina	147.0	171.0
Urogenital System	Penis	138.0	146.0
Respiratory System	Lung	204.0	171.0
Olfactory System	Nervous System	200.0	171.0
Exocrine System	Mammary gland	198.0	171.0
Integumentary System	Skin	175.0	171.0
Visual System	Eye	130.0	146.0
