system	organ	exp	control
Respiratory System	Lung	5920.0	367.0
Endocrine System	Adipose tissue	2350.0	367.0
Endocrine System	Adrenal gland	385.0	367.0
Endocrine System	Thyroid gland	380.0	367.0
Endocrine System	Pituitary gland	278.0	367.0
Cardiovascular System	Heart	1840.0	367.0
Cardiovascular System	Vascular	1030.0	367.0
Digestive System	Liver	1590.0	367.0
Digestive System	Tongue	779.0	367.0
Digestive System	Esophagus	690.0	367.0
Digestive System	Small intestine	507.0	367.0
Digestive System	Stomach	503.0	367.0
Digestive System	Colon	445.0	367.0
Digestive System	Salivary gland	375.0	367.0
Digestive System	Pancreas	369.0	367.0
Digestive System	Peritoneum	236.0	367.0
Urogenital System	Bladder	1170.0	367.0
Urogenital System	Urethra	670.0	367.0
Urogenital System	Penis	617.0	367.0
Urogenital System	Kidney	397.0	367.0
Urogenital System	Testes	373.0	367.0
Urogenital System	Uterus	357.0	367.0
Urogenital System	Prostate gland	326.0	367.0
Urogenital System	Placenta	316.0	367.0
Urogenital System	Vagina	277.0	367.0
Urogenital System	Ovary	272.0	367.0
Exocrine System	Mammary gland	872.0	367.0
Musculoskeletal System	Skeletal Muscle	860.0	367.0
Musculoskeletal System	Joint	607.0	367.0
Immune System	Immune System	699.0	367.0
Nervous System	Nervous System	511.0	367.0
Integumentary System	Skin	370.0	367.0
Olfactory System	Nervous System	360.0	367.0
Visual System	Eye	228.0	367.0
