system	organ	exp	control
Musculoskeletal System	Skeletal Muscle	743.0	252.0
Musculoskeletal System	Joint	208.0	252.0
Nervous System	Nervous System	603.0	252.0
Digestive System	Colon	538.0	252.0
Digestive System	Tongue	371.0	252.0
Digestive System	Liver	316.0	252.0
Digestive System	Stomach	263.0	252.0
Digestive System	Pancreas	260.0	252.0
Digestive System	Salivary gland	235.0	252.0
Digestive System	Small intestine	232.0	252.0
Digestive System	Esophagus	206.0	252.0
Digestive System	Peritoneum	176.0	252.0
Cardiovascular System	Heart	408.0	252.0
Cardiovascular System	Vascular	265.0	252.0
Immune System	Immune System	389.0	252.0
Urogenital System	Testes	334.0	252.0
Urogenital System	Uterus	313.0	252.0
Urogenital System	Bladder	299.0	252.0
Urogenital System	Placenta	286.0	252.0
Urogenital System	Kidney	281.0	252.0
Urogenital System	Vagina	268.0	252.0
Urogenital System	Ovary	238.0	252.0
Urogenital System	Prostate gland	218.0	252.0
Urogenital System	Penis	183.0	252.0
Urogenital System	Urethra	179.0	252.0
Endocrine System	Adrenal gland	315.0	252.0
Endocrine System	Thyroid gland	301.0	252.0
Endocrine System	Pituitary gland	274.0	252.0
Endocrine System	Adipose tissue	244.0	252.0
Olfactory System	Nervous System	312.0	252.0
Visual System	Eye	296.0	252.0
Respiratory System	Lung	296.0	252.0
Exocrine System	Mammary gland	213.0	252.0
Integumentary System	Skin	203.0	252.0
