system	organ	exp	control
Digestive System	Salivary gland	1130.0	133.0
Digestive System	Colon	254.0	133.0
Digestive System	Tongue	198.0	133.0
Digestive System	Stomach	137.0	133.0
Digestive System	Small intestine	134.0	133.0
Digestive System	Liver	132.0	133.0
Digestive System	Pancreas	129.0	133.0
Digestive System	Esophagus	127.0	133.0
Digestive System	Peritoneum	111.0	133.0
Nervous System	Nervous System	1030.0	133.0
Urogenital System	Prostate gland	731.0	133.0
Urogenital System	Vagina	156.0	133.0
Urogenital System	Urethra	148.0	133.0
Urogenital System	Testes	135.0	133.0
Urogenital System	Kidney	128.0	133.0
Urogenital System	Ovary	128.0	133.0
Urogenital System	Bladder	127.0	133.0
Urogenital System	Uterus	127.0	133.0
Urogenital System	Penis	117.0	133.0
Urogenital System	Placenta	116.0	133.0
Respiratory System	Lung	229.0	133.0
Integumentary System	Skin	187.0	133.0
Exocrine System	Mammary gland	179.0	133.0
Immune System	Immune System	151.0	133.0
Endocrine System	Adipose tissue	146.0	133.0
Endocrine System	Pituitary gland	137.0	133.0
Endocrine System	Adrenal gland	129.0	133.0
Endocrine System	Thyroid gland	124.0	133.0
Cardiovascular System	Vascular	141.0	133.0
Cardiovascular System	Heart	126.0	133.0
Musculoskeletal System	Skeletal Muscle	139.0	133.0
Musculoskeletal System	Joint	125.0	133.0
Visual System	Eye	0.0	0.0
Olfactory System	Nervous System	0.0	0.0
