system	organ	exp	control
Immune System	Immune System	1660.0	264.0
Nervous System	Nervous System	656.0	264.0
Digestive System	Colon	531.0	264.0
Digestive System	Tongue	375.0	264.0
Digestive System	Pancreas	331.0	264.0
Digestive System	Small intestine	298.0	264.0
Digestive System	Salivary gland	295.0	264.0
Digestive System	Liver	291.0	264.0
Digestive System	Stomach	280.0	264.0
Digestive System	Peritoneum	261.0	264.0
Digestive System	Esophagus	241.0	264.0
Musculoskeletal System	Skeletal Muscle	450.0	264.0
Musculoskeletal System	Joint	238.0	264.0
Cardiovascular System	Heart	408.0	264.0
Cardiovascular System	Vascular	301.0	264.0
Urogenital System	Kidney	406.0	264.0
Urogenital System	Testes	323.0	264.0
Urogenital System	Uterus	272.0	264.0
Urogenital System	Vagina	258.0	264.0
Urogenital System	Ovary	254.0	264.0
Urogenital System	Placenta	253.0	264.0
Urogenital System	Prostate gland	229.0	264.0
Urogenital System	Urethra	227.0	264.0
Urogenital System	Penis	227.0	264.0
Urogenital System	Bladder	213.0	264.0
Endocrine System	Adrenal gland	349.0	264.0
Endocrine System	Adipose tissue	289.0	264.0
Endocrine System	Pituitary gland	262.0	264.0
Endocrine System	Thyroid gland	254.0	264.0
Respiratory System	Lung	287.0	264.0
Exocrine System	Mammary gland	280.0	264.0
Integumentary System	Skin	259.0	264.0
Olfactory System	Nervous System	255.0	264.0
Visual System	Eye	195.0	264.0
