system	organ	exp	control
Immune System	Immune System	3680.0	1300.0
Urogenital System	Testes	3200.0	1300.0
Urogenital System	Penis	2160.0	1120.0
Urogenital System	Vagina	1830.0	1120.0
Urogenital System	Kidney	1600.0	1300.0
Urogenital System	Ovary	1540.0	1300.0
Urogenital System	Bladder	1520.0	1120.0
Urogenital System	Uterus	1470.0	1300.0
Urogenital System	Placenta	1330.0	1300.0
Urogenital System	Prostate gland	1230.0	1120.0
Urogenital System	Urethra	1150.0	1120.0
Musculoskeletal System	Skeletal Muscle	2250.0	1300.0
Musculoskeletal System	Joint	1170.0	1120.0
Digestive System	Colon	2190.0	1300.0
Digestive System	Peritoneum	2190.0	1300.0
Digestive System	Tongue	2060.0	1300.0
Digestive System	Small intestine	2020.0	1120.0
Digestive System	Liver	1950.0	1300.0
Digestive System	Esophagus	1510.0	1120.0
Digestive System	Stomach	1480.0	1300.0
Digestive System	Salivary gland	1470.0	1120.0
Digestive System	Pancreas	1450.0	1300.0
Endocrine System	Thyroid gland	1900.0	1300.0
Endocrine System	Adipose tissue	1270.0	1300.0
Endocrine System	Pituitary gland	1260.0	1120.0
Endocrine System	Adrenal gland	1120.0	1300.0
Nervous System	Nervous System	1890.0	1300.0
Cardiovascular System	Vascular	1800.0	1300.0
Cardiovascular System	Heart	1640.0	1300.0
Respiratory System	Lung	1720.0	1300.0
Exocrine System	Mammary gland	1700.0	1300.0
Olfactory System	Nervous System	1290.0	1300.0
Visual System	Eye	1280.0	958.0
Integumentary System	Skin	1250.0	1120.0
