system	organ	exp	control
Musculoskeletal System	Skeletal Muscle	1610.0	231.0
Musculoskeletal System	Joint	199.0	231.0
Nervous System	Nervous System	839.0	231.0
Digestive System	Colon	671.0	231.0
Digestive System	Tongue	598.0	231.0
Digestive System	Liver	543.0	231.0
Digestive System	Pancreas	467.0	231.0
Digestive System	Salivary gland	268.0	231.0
Digestive System	Small intestine	204.0	231.0
Digestive System	Stomach	203.0	231.0
Digestive System	Esophagus	139.0	231.0
Digestive System	Peritoneum	130.0	231.0
Urogenital System	Uterus	608.0	231.0
Urogenital System	Testes	551.0	231.0
Urogenital System	Kidney	405.0	231.0
Urogenital System	Bladder	372.0	231.0
Urogenital System	Placenta	371.0	231.0
Urogenital System	Ovary	238.0	231.0
Urogenital System	Prostate gland	190.0	231.0
Urogenital System	Vagina	171.0	231.0
Urogenital System	Penis	158.0	231.0
Urogenital System	Urethra	140.0	231.0
Cardiovascular System	Heart	519.0	231.0
Cardiovascular System	Vascular	210.0	231.0
Endocrine System	Adrenal gland	501.0	231.0
Endocrine System	Thyroid gland	448.0	231.0
Endocrine System	Adipose tissue	224.0	231.0
Endocrine System	Pituitary gland	217.0	231.0
Olfactory System	Nervous System	485.0	231.0
Respiratory System	Lung	465.0	231.0
Immune System	Immune System	435.0	231.0
Integumentary System	Skin	220.0	231.0
Visual System	Eye	211.0	231.0
Exocrine System	Mammary gland	172.0	231.0
