system	organ	exp	control
Digestive System	Liver	16200.0	475.0
Digestive System	Colon	7500.0	475.0
Digestive System	Small intestine	6930.0	475.0
Digestive System	Stomach	4200.0	475.0
Digestive System	Tongue	914.0	475.0
Digestive System	Esophagus	818.0	475.0
Digestive System	Pancreas	786.0	475.0
Digestive System	Peritoneum	282.0	475.0
Digestive System	Salivary gland	251.0	475.0
Immune System	Immune System	2820.0	475.0
Cardiovascular System	Vascular	2080.0	475.0
Cardiovascular System	Heart	755.0	475.0
Endocrine System	Adrenal gland	1740.0	475.0
Endocrine System	Thyroid gland	405.0	475.0
Endocrine System	Adipose tissue	401.0	475.0
Endocrine System	Pituitary gland	231.0	475.0
Nervous System	Nervous System	1620.0	475.0
Urogenital System	Penis	1250.0	475.0
Urogenital System	Bladder	1210.0	475.0
Urogenital System	Kidney	1090.0	475.0
Urogenital System	Prostate gland	956.0	475.0
Urogenital System	Urethra	891.0	475.0
Urogenital System	Vagina	783.0	475.0
Urogenital System	Uterus	529.0	475.0
Urogenital System	Testes	475.0	475.0
Urogenital System	Placenta	357.0	475.0
Urogenital System	Ovary	269.0	475.0
Exocrine System	Mammary gland	1080.0	475.0
Respiratory System	Lung	1020.0	475.0
Integumentary System	Skin	911.0	475.0
Musculoskeletal System	Skeletal Muscle	797.0	475.0
Musculoskeletal System	Joint	209.0	475.0
Olfactory System	Nervous System	481.0	475.0
Visual System	Eye	461.0	475.0
