system	organ	exp	control
Visual System	Eye	2280.0	416.0
Digestive System	Esophagus	2030.0	416.0
Digestive System	Colon	1590.0	416.0
Digestive System	Small intestine	805.0	416.0
Digestive System	Liver	692.0	416.0
Digestive System	Tongue	609.0	416.0
Digestive System	Stomach	473.0	416.0
Digestive System	Pancreas	446.0	416.0
Digestive System	Salivary gland	422.0	416.0
Digestive System	Peritoneum	240.0	416.0
Immune System	Immune System	1510.0	416.0
Respiratory System	Lung	1360.0	416.0
Urogenital System	Penis	1100.0	416.0
Urogenital System	Vagina	1040.0	416.0
Urogenital System	Bladder	779.0	416.0
Urogenital System	Testes	510.0	416.0
Urogenital System	Uterus	508.0	416.0
Urogenital System	Placenta	492.0	416.0
Urogenital System	Kidney	454.0	416.0
Urogenital System	Prostate gland	371.0	416.0
Urogenital System	Urethra	341.0	416.0
Urogenital System	Ovary	264.0	416.0
Integumentary System	Skin	958.0	416.0
Exocrine System	Mammary gland	743.0	416.0
Musculoskeletal System	Skeletal Muscle	571.0	416.0
Musculoskeletal System	Joint	268.0	416.0
Endocrine System	Adipose tissue	530.0	416.0
Endocrine System	Thyroid gland	480.0	416.0
Endocrine System	Adrenal gland	477.0	416.0
Endocrine System	Pituitary gland	377.0	416.0
Nervous System	Nervous System	426.0	416.0
Cardiovascular System	Heart	390.0	416.0
Cardiovascular System	Vascular	345.0	416.0
Olfactory System	Nervous System	365.0	416.0
