system	organ	exp	control
Digestive System	Liver	31700.0	689.0
Digestive System	Colon	2960.0	1170.0
Digestive System	Tongue	2490.0	1170.0
Digestive System	Salivary gland	1700.0	1170.0
Digestive System	Stomach	1550.0	1170.0
Digestive System	Pancreas	1300.0	1170.0
Digestive System	Small intestine	1030.0	1170.0
Digestive System	Esophagus	957.0	1170.0
Digestive System	Peritoneum	832.0	1170.0
Nervous System	Nervous System	4890.0	1170.0
Cardiovascular System	Heart	4770.0	1170.0
Cardiovascular System	Vascular	1580.0	1170.0
Musculoskeletal System	Skeletal Muscle	3200.0	1170.0
Musculoskeletal System	Joint	829.0	1170.0
Urogenital System	Bladder	2810.0	1170.0
Urogenital System	Testes	2200.0	1170.0
Urogenital System	Uterus	1700.0	1170.0
Urogenital System	Kidney	1530.0	1170.0
Urogenital System	Ovary	1200.0	1170.0
Urogenital System	Vagina	1180.0	1170.0
Urogenital System	Placenta	1060.0	1170.0
Urogenital System	Penis	756.0	1170.0
Urogenital System	Prostate gland	750.0	1170.0
Urogenital System	Urethra	690.0	1170.0
Immune System	Immune System	2040.0	1170.0
Endocrine System	Thyroid gland	1640.0	1170.0
Endocrine System	Adrenal gland	1620.0	1170.0
Endocrine System	Pituitary gland	1160.0	1170.0
Endocrine System	Adipose tissue	1020.0	1170.0
Olfactory System	Nervous System	1500.0	1170.0
Respiratory System	Lung	1470.0	1170.0
Exocrine System	Mammary gland	1140.0	1170.0
Integumentary System	Skin	1040.0	1170.0
Visual System	Eye	734.0	689.0
