system	organ	exp	control
Urogenital System	Testes	1170.0	166.0
Urogenital System	Uterus	220.0	166.0
Urogenital System	Ovary	202.0	166.0
Urogenital System	Vagina	201.0	166.0
Urogenital System	Bladder	185.0	127.0
Urogenital System	Kidney	173.0	166.0
Urogenital System	Placenta	173.0	127.0
Urogenital System	Penis	148.0	166.0
Urogenital System	Urethra	146.0	166.0
Urogenital System	Prostate gland	141.0	166.0
Endocrine System	Adrenal gland	883.0	166.0
Endocrine System	Pituitary gland	271.0	166.0
Endocrine System	Thyroid gland	235.0	166.0
Endocrine System	Adipose tissue	177.0	166.0
Immune System	Immune System	395.0	166.0
Digestive System	Salivary gland	320.0	166.0
Digestive System	Tongue	257.0	166.0
Digestive System	Colon	241.0	166.0
Digestive System	Pancreas	178.0	166.0
Digestive System	Liver	174.0	166.0
Digestive System	Peritoneum	168.0	166.0
Digestive System	Small intestine	167.0	166.0
Digestive System	Stomach	162.0	166.0
Digestive System	Esophagus	156.0	166.0
Nervous System	Nervous System	244.0	166.0
Cardiovascular System	Heart	236.0	166.0
Cardiovascular System	Vascular	201.0	166.0
Respiratory System	Lung	234.0	166.0
Musculoskeletal System	Skeletal Muscle	215.0	166.0
Musculoskeletal System	Joint	171.0	166.0
Olfactory System	Nervous System	194.0	127.0
Exocrine System	Mammary gland	187.0	166.0
Integumentary System	Skin	161.0	166.0
Visual System	Eye	153.0	166.0
