system	organ	exp	control
Nervous System	Nervous System	10300.0	183.0
Immune System	Immune System	558.0	183.0
Endocrine System	Thyroid gland	508.0	183.0
Endocrine System	Pituitary gland	192.0	111.0
Endocrine System	Adrenal gland	192.0	183.0
Endocrine System	Adipose tissue	184.0	183.0
Urogenital System	Testes	369.0	183.0
Urogenital System	Kidney	322.0	183.0
Urogenital System	Bladder	311.0	126.0
Urogenital System	Uterus	237.0	183.0
Urogenital System	Prostate gland	210.0	126.0
Urogenital System	Vagina	208.0	183.0
Urogenital System	Placenta	198.0	183.0
Urogenital System	Ovary	189.0	183.0
Urogenital System	Penis	175.0	183.0
Urogenital System	Urethra	162.0	126.0
Musculoskeletal System	Joint	323.0	126.0
Musculoskeletal System	Skeletal Muscle	266.0	183.0
Digestive System	Colon	314.0	183.0
Digestive System	Tongue	205.0	183.0
Digestive System	Pancreas	205.0	183.0
Digestive System	Liver	201.0	183.0
Digestive System	Stomach	185.0	183.0
Digestive System	Small intestine	184.0	183.0
Digestive System	Peritoneum	175.0	183.0
Digestive System	Salivary gland	170.0	183.0
Digestive System	Esophagus	165.0	183.0
Cardiovascular System	Heart	281.0	183.0
Cardiovascular System	Vascular	232.0	183.0
Respiratory System	Lung	222.0	183.0
Visual System	Eye	202.0	183.0
Integumentary System	Skin	185.0	183.0
Olfactory System	Nervous System	184.0	183.0
Exocrine System	Mammary gland	181.0	183.0
