system	organ	exp	control
Digestive System	Small intestine	6020.0	335.0
Digestive System	Liver	3980.0	335.0
Digestive System	Colon	2810.0	335.0
Digestive System	Stomach	2470.0	335.0
Digestive System	Esophagus	1740.0	335.0
Digestive System	Tongue	1460.0	335.0
Digestive System	Pancreas	352.0	335.0
Digestive System	Salivary gland	267.0	335.0
Digestive System	Peritoneum	122.0	162.0
Respiratory System	Lung	2840.0	335.0
Nervous System	Nervous System	1130.0	335.0
Urogenital System	Vagina	952.0	335.0
Urogenital System	Testes	498.0	335.0
Urogenital System	Kidney	444.0	335.0
Urogenital System	Uterus	428.0	335.0
Urogenital System	Penis	409.0	335.0
Urogenital System	Placenta	327.0	335.0
Urogenital System	Bladder	271.0	335.0
Urogenital System	Ovary	216.0	335.0
Urogenital System	Prostate gland	163.0	335.0
Urogenital System	Urethra	136.0	335.0
Cardiovascular System	Heart	778.0	335.0
Cardiovascular System	Vascular	366.0	335.0
Musculoskeletal System	Skeletal Muscle	730.0	335.0
Musculoskeletal System	Joint	155.0	335.0
Immune System	Immune System	562.0	335.0
Endocrine System	Adrenal gland	512.0	335.0
Endocrine System	Thyroid gland	440.0	335.0
Endocrine System	Adipose tissue	394.0	335.0
Endocrine System	Pituitary gland	212.0	335.0
Integumentary System	Skin	474.0	335.0
Olfactory System	Nervous System	446.0	335.0
Visual System	Eye	283.0	335.0
Exocrine System	Mammary gland	247.0	335.0
