system	organ	exp	control
Immune System	Immune System	8870.0	844.0
Digestive System	Stomach	2330.0	844.0
Digestive System	Peritoneum	1460.0	844.0
Digestive System	Small intestine	1420.0	844.0
Digestive System	Colon	1350.0	844.0
Digestive System	Tongue	1240.0	844.0
Digestive System	Liver	965.0	844.0
Digestive System	Esophagus	927.0	844.0
Digestive System	Pancreas	653.0	844.0
Digestive System	Salivary gland	632.0	673.0
Endocrine System	Adrenal gland	1810.0	844.0
Endocrine System	Adipose tissue	1190.0	844.0
Endocrine System	Thyroid gland	467.0	844.0
Endocrine System	Pituitary gland	454.0	622.0
Exocrine System	Mammary gland	1660.0	844.0
Urogenital System	Placenta	1550.0	844.0
Urogenital System	Uterus	1410.0	844.0
Urogenital System	Kidney	1380.0	844.0
Urogenital System	Vagina	1360.0	844.0
Urogenital System	Urethra	895.0	844.0
Urogenital System	Penis	862.0	673.0
Urogenital System	Bladder	837.0	844.0
Urogenital System	Prostate gland	771.0	673.0
Urogenital System	Ovary	661.0	844.0
Urogenital System	Testes	582.0	335.0
Nervous System	Nervous System	1540.0	844.0
Musculoskeletal System	Skeletal Muscle	1220.0	622.0
Musculoskeletal System	Joint	845.0	673.0
Integumentary System	Skin	1220.0	673.0
Cardiovascular System	Vascular	1090.0	844.0
Cardiovascular System	Heart	1070.0	844.0
Respiratory System	Lung	1050.0	844.0
Olfactory System	Nervous System	521.0	335.0
Visual System	Eye	304.0	335.0
